0.05 4.1527
0.15 11.8336
0.25 19.7842
0.35 27.9167
0.45 36.1357
0.55 44.3386
0.65 52.416
0.75 60.2528
0.85 67.7286
0.95 74.7197
1.05 81.0999
1.15 86.743
1.25 91.5244
1.35 95.3236
1.45 98.0265
1.55 99.5281
1.65 99.7349
1.75 98.568
1.85 95.9655
1.95 91.8849
2.05 86.306
2.15 79.2324
2.25 70.6938
2.35 60.7472
2.45 49.4782
2.55 37.0011
2.65 23.4594
2.75 9.02462
2.85 -6.10431
2.95 -21.7033
3.05 -37.5253
3.15 -53.3038
3.25 -68.7557
3.35 -83.5865
3.45 -97.4943
3.55 -110.175
3.65 -121.33
3.75 -130.666
3.85 -137.91
3.95 -142.806
4.05 -145.127
4.15 -144.681
4.25 -141.312
4.35 -134.908
4.45 -125.406
4.55 -112.794
4.65 -97.1142
4.75 -78.4673
4.85 -57.0113
4.95 -32.9624
5.05 -6.59423
5.15 21.7644
5.25 51.7327
5.35 82.8824
5.45 114.743
5.55 146.808
5.65 178.543
5.75 209.394
5.85 238.796
5.95 266.183
6.05 290.997
6.15 312.701
6.25 330.788
6.35 344.789
6.45 354.29
6.55 358.933
6.65 358.433
6.75 352.58
6.85 341.249
6.95 324.406
7.05 302.11
7.15 274.521
7.25 241.895
7.35 204.586
7.45 163.047
7.55 117.819
7.65 69.5318
7.75 18.8932
7.85 -33.3204
7.95 -86.2744
8.05 -139.089
8.15 -190.851
8.25 -240.631
8.35 -287.497
8.45 -330.534
8.55 -368.854
8.65 -401.619
8.75 -428.054
8.85 -447.464
8.95 -459.248
9.05 -462.914
9.15 -458.088
9.25 -444.531
9.35 -422.141
9.45 -390.964
9.55 -351.194
9.65 -303.182
9.75 -247.426
9.85 -184.574
9.95 -115.417
