0.05 3.65653
0.15 17.2476
0.25 31.2591
0.35 45.517
0.45 59.8362
0.55 74.0226
0.65 87.8742
0.75 101.184
0.85 113.74
0.95 125.331
1.05 135.749
1.15 144.788
1.25 152.256
1.35 157.967
1.45 161.757
1.55 163.479
1.65 163.01
1.75 160.252
1.85 155.142
1.95 147.647
2.05 137.772
2.15 125.56
2.25 111.094
2.35 94.5009
2.45 75.9476
2.55 55.6439
2.65 33.8401
2.75 10.826
2.85 -13.0726
2.95 -37.4966
3.05 -62.0585
3.15 -86.3475
3.25 -109.935
3.35 -132.382
3.45 -153.243
3.55 -172.081
3.65 -188.466
3.75 -201.989
3.85 -212.272
3.95 -218.969
4.05 -221.781
4.15 -220.46
4.25 -214.818
4.35 -204.731
4.45 -190.145
4.55 -171.084
4.65 -147.649
4.75 -120.019
4.85 -88.4584
4.95 -53.3093
5.05 -14.9925
5.15 25.9969
5.25 69.0949
5.35 113.675
5.45 159.058
5.55 204.52
5.65 249.301
5.75 292.624
5.85 333.699
5.95 371.743
6.05 405.992
6.15 435.713
6.25 460.221
6.35 478.892
6.45 491.178
6.55 496.615
6.65 494.842
6.75 485.603
6.85 468.764
6.95 444.314
7.05 412.371
7.15 373.19
7.25 327.156
7.35 274.789
7.45 216.737
7.55 153.769
7.65 86.7691
7.75 16.7224
7.85 -55.2966
7.95 -128.14
8.05 -200.602
8.15 -271.442
8.25 -339.398
8.35 -403.215
8.45 -461.659
8.55 -513.547
8.65 -557.764
8.75 -593.284
8.85 -619.195
8.95 -634.714
9.05 -639.207
9.15 -632.206
9.25 -613.419
9.35 -582.745
9.45 -540.276
9.55 -486.311
9.65 -421.347
9.75 -346.086
9.85 -261.423
9.95 -168.441
