0.05 1.8791
0.15 3.59123
0.25 5.38259
0.35 7.24382
0.45 9.16305
0.55 11.1255
0.65 13.1129
0.75 15.1038
0.85 17.0728
0.95 18.991
1.05 20.826
1.15 22.5424
1.25 24.1021
1.35 25.4651
1.45 26.5904
1.55 27.4366
1.65 27.9632
1.75 28.1317
1.85 27.9067
1.95 27.2576
2.05 26.1589
2.15 24.5925
2.25 22.548
2.35 20.0244
2.45 17.0306
2.55 13.5861
2.65 9.722
2.75 5.48084
2.85 0.916925
2.95 -3.90397
3.05 -8.90503
3.15 -13.9993
3.25 -19.0904
3.35 -24.0746
3.45 -28.8415
3.55 -33.2766
3.65 -37.2633
3.75 -40.6848
3.85 -43.4269
3.95 -45.3805
4.05 -46.4439
4.15 -46.526
4.25 -45.5481
4.35 -43.4467
4.45 -40.1758
4.55 -35.709
4.65 -30.0407
4.75 -23.1883
4.85 -15.1926
4.95 -6.11866
5.05 3.94411
5.15 14.8822
5.25 26.559
5.35 38.816
5.45 51.4745
5.55 64.3385
5.65 77.1969
5.75 89.8269
5.85 101.998
5.95 113.475
6.05 124.024
6.15 133.415
6.25 141.428
6.35 147.855
6.45 152.509
6.55 155.223
6.65 155.86
6.75 154.312
6.85 150.506
6.95 144.405
7.05 136.014
7.15 125.378
7.25 112.585
7.35 97.765
7.45 81.0922
7.55 62.7807
7.65 43.0838
7.75 22.2912
7.85 0.724746
7.95 -21.2653
8.05 -43.306
8.15 -65.0069
8.25 -85.9671
8.35 -105.781
8.45 -124.047
8.55 -140.371
8.65 -154.381
8.75 -165.725
8.85 -174.087
8.95 -179.187
9.05 -180.793
9.15 -178.722
9.25 -172.85
9.35 -163.111
9.45 -149.505
9.55 -132.099
9.65 -111.025
9.75 -86.4861
9.85 -58.7507
9.95 -28.152
