0.05 1.79166
0.15 2.39789
0.25 3.02285
0.35 3.66521
0.45 4.32248
0.55 4.99081
0.65 5.66478
0.75 6.33729
0.85 6.99945
0.95 7.64067
1.05 8.24869
1.15 8.8098
1.25 9.30907
1.35 9.73069
1.45 10.0583
1.55 10.2757
1.65 10.367
1.75 10.3172
1.85 10.1133
1.95 9.74408
2.05 9.20128
2.15 8.47985
2.25 7.57852
2.35 6.50024
2.45 5.25253
2.55 3.84779
2.65 2.30343
2.75 0.641911
2.85 -1.10928
2.95 -2.91787
3.05 -4.74712
3.15 -6.55632
3.25 -8.30137
3.35 -9.9355
3.45 -11.4102
3.55 -12.6759
3.65 -13.6835
3.75 -14.3848
3.85 -14.7343
3.95 -14.69
4.05 -14.2146
4.15 -13.2764
4.25 -11.8512
4.35 -9.92217
4.45 -7.48162
4.55 -4.53128
4.65 -1.08305
4.75 2.84064
4.85 7.20661
4.95 11.9709
5.05 17.0791
5.15 22.4666
5.25 28.0597
5.35 33.7759
5.45 39.5256
5.55 45.2132
5.65 50.7387
5.75 55.9995
5.85 60.8919
5.95 65.3136
6.05 69.1653
6.15 72.353
6.25 74.7901
6.35 76.3993
6.45 77.1146
6.55 76.8834
6.65 75.6677
6.75 73.4459
6.85 70.214
6.95 65.9863
7.05 60.7964
7.15 54.6969
7.25 47.76
7.35 40.0767
7.45 31.7561
7.55 22.9241
7.65 13.722
7.75 4.30446
7.85 -5.16261
7.95 -14.5046
8.05 -23.5412
8.15 -32.0889
8.25 -39.965
8.35 -46.9902
8.45 -52.9924
8.55 -57.8098
8.65 -61.2946
8.75 -63.3159
8.85 -63.763
8.95 -62.5479
9.05 -59.608
9.15 -54.9082
9.25 -48.4423
9.35 -40.2347
9.45 -30.3408
9.55 -18.8475
9.65 -5.87234
9.75 8.43676
9.85 23.9035
9.95 40.3249
